# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.409253120422363281e+00 7.230538845062255859e+00
1.000000000000000000e+03 5.058040142059326172e+00 5.341779708862304688e+00
2.000000000000000000e+03 7.335210800170898438e+00 5.448208808898925781e+00
3.000000000000000000e+03 4.136941432952880859e+00 5.250502109527587891e+00
4.000000000000000000e+03 3.562079668045043945e+00 5.427251815795898438e+00
5.000000000000000000e+03 3.556718826293945312e+00 5.298038959503173828e+00
6.000000000000000000e+03 3.260347366333007812e+00 5.423352718353271484e+00
7.000000000000000000e+03 2.575469970703125000e+00 5.344297409057617188e+00
8.000000000000000000e+03 1.652751326560974121e+00 5.216551303863525391e+00
9.000000000000000000e+03 4.582825183868408203e+00 6.672871589660644531e+00
1.000000000000000000e+04 3.706237554550170898e+00 7.294213294982910156e+00
